Ferak orthoferavirus;Orthoferavirus;Unassigned;Feraviridae;Bunyavirales;ssRNA(-)
Ungulate tetraparvovirus 1;Tetraparvovirus;Parvovirinae;Parvoviridae;Unassigned;ssDNA(+/-)
Ungulate tetraparvovirus 2;Tetraparvovirus;Parvovirinae;Parvoviridae;Unassigned;ssDNA(+/-)
Ungulate tetraparvovirus 3;Tetraparvovirus;Parvovirinae;Parvoviridae;Unassigned;ssDNA(+/-)
Ungulate tetraparvovirus 4;Tetraparvovirus;Parvovirinae;Parvoviridae;Unassigned;ssDNA(+/-)
Euprosterna elaeasa virus;Alphapermutotetravirus;Unassigned;Permutotetraviridae;Unassigned;ssRNA(+)
Thosea asigna virus;Alphapermutotetravirus;Unassigned;Permutotetraviridae;Unassigned;ssRNA(+)
Acanthocystis turfacea chlorella virus 1;Chlorovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Hydra viridis Chlorella virus 1;Chlorovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Paramecium bursaria Chlorella virus 1;Chlorovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Paramecium bursaria Chlorella virus A1;Chlorovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Paramecium bursaria Chlorella virus AL1A;Chlorovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Paramecium bursaria Chlorella virus AL2A;Chlorovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Paramecium bursaria Chlorella virus BJ2C;Chlorovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Paramecium bursaria Chlorella virus CA4A;Chlorovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Paramecium bursaria Chlorella virus CA4B;Chlorovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Paramecium bursaria Chlorella virus IL3A;Chlorovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Paramecium bursaria Chlorella virus NC1A;Chlorovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Paramecium bursaria Chlorella virus NE8A;Chlorovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Paramecium bursaria Chlorella virus NY2A;Chlorovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Paramecium bursaria Chlorella virus NYs1;Chlorovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Paramecium bursaria Chlorella virus SC1A;Chlorovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Paramecium bursaria Chlorella virus XY6E;Chlorovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Paramecium bursaria Chlorella virus XZ3A;Chlorovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Paramecium bursaria Chlorella virus XZ4A;Chlorovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Paramecium bursaria Chlorella virus XZ4C;Chlorovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Emiliania huxleyi virus 86;Coccolithovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Ectocarpus fasciculatus virus a;Phaeovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Ectocarpus siliculosus virus 1;Phaeovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Ectocarpus siliculosus virus a;Phaeovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Feldmannia irregularis virus a;Phaeovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Feldmannia species virus;Phaeovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Feldmannia species virus a;Phaeovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Hincksia hinckiae virus a;Phaeovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Myriotrichia clavaeformis virus a;Phaeovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Pilayella littoralis virus 1;Phaeovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Micromonas pusilla virus SP1;Prasinovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Ostreococcus tauri virus OtV5;Prasinovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Chrysochromulina brevifilum virus PW1;Prymnesiovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Heterosigma akashiwo virus 01;Raphidovirus;Unassigned;Phycodnaviridae;Unassigned;dsDNA
Human picobirnavirus;Picobirnavirus;Unassigned;Picobirnaviridae;Unassigned;dsRNA
Rabbit picobirnavirus;Picobirnavirus;Unassigned;Picobirnaviridae;Unassigned;dsRNA
Acholeplasma virus L2;Plasmavirus;Unassigned;Plasmaviridae;Unassigned;dsDNA
Haloarcula virus HHPV1;Alphapleolipovirus;Unassigned;Pleolipoviridae;Unassigned;dsDNA;ssDNA
Haloarcula virus HHPV2;Alphapleolipovirus;Unassigned;Pleolipoviridae;Unassigned;dsDNA;ssDNA
Halorubrum virus HRPV1;Alphapleolipovirus;Unassigned;Pleolipoviridae;Unassigned;dsDNA;ssDNA
Halorubrum virus HRPV2;Alphapleolipovirus;Unassigned;Pleolipoviridae;Unassigned;dsDNA;ssDNA
Halorubrum virus HRPV6;Alphapleolipovirus;Unassigned;Pleolipoviridae;Unassigned;dsDNA;ssDNA
Halogeometricum virus HGPV1;Betapleolipovirus;Unassigned;Pleolipoviridae;Unassigned;dsDNA
Halorubrum virus HRPV3;Betapleolipovirus;Unassigned;Pleolipoviridae;Unassigned;dsDNA
Haloarcula virus His2;Gammapleolipovirus;Unassigned;Pleolipoviridae;Unassigned;dsDNA
Apanteles crassicornis bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Apanteles fumiferanae bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Ascogaster argentifrons bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Ascogaster quadridentata bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Cardiochiles nigriceps bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Chelonus altitudinis bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Chelonus blackburni bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Chelonus inanitus bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Chelonus insularis bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Chelonus nr. curvimaculatus bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Chelonus texanus bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Cotesia congregata bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Cotesia flavipes bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Cotesia glomerata bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Cotesia hyphantriae bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Cotesia kariyai bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Cotesia marginiventris bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Cotesia melanoscela bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Cotesia rubecula bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Cotesia schaeferi bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Diolcogaster facetosa bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Glyptapanteles flavicoxis bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Glyptapanteles indiensis bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Glyptapanteles liparidis bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Hypomicrogaster canadensis bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Hypomicrogaster ectdytolophae bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Microplitis croceipes bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Microplitis demolitor bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Phanerotoma flavitestacea bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Pholetesor ornigis bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Protapanteles paleacritae bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Tranosema rostrale bracovirus;Bracovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Campoletis aprilis ichnovirus;Ichnovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Campoletis flavicincta ichnovirus;Ichnovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Campoletis sonorensis ichnovirus;Ichnovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Casinaria arjuna ichnovirus;Ichnovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Casinaria forcipata ichnovirus;Ichnovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Casinaria infesta ichnovirus;Ichnovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Diadegma acronyctae ichnovirus;Ichnovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Diadegma interruptum ichnovirus;Ichnovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Diadegma terebrans ichnovirus;Ichnovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Enytus montanus ichnovirus;Ichnovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Eriborus terebrans ichnovirus;Ichnovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Glypta fumiferanae ichnovirus;Ichnovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Hyposoter annulipes ichnovirus;Ichnovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Hyposoter exiguae ichnovirus;Ichnovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Hyposoter fugitivus ichnovirus;Ichnovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Hyposoter lymantriae ichnovirus;Ichnovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Hyposoter pilosulus ichnovirus;Ichnovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Hyposoter rivalis ichnovirus;Ichnovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Olesicampe benefactor ichnovirus;Ichnovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Olesicampe geniculatae ichnovirus;Ichnovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Synetaeris tenuifemur ichnovirus;Ichnovirus;Unassigned;Polydnaviridae;Unassigned;dsDNA
Acerodon celebensis polyomavirus 1;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Artibeus planirostris polyomavirus 2;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Artibeus planirostris polyomavirus 3;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Ateles paniscus polyomavirus 1;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Cardioderma cor polyomavirus 1;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Carollia perspicillata polyomavirus 1;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Chlorocebus pygerythrus polyomavirus 1;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Chlorocebus pygerythrus polyomavirus 3;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Dobsonia moluccensis polyomavirus 1;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Eidolon helvum polyomavirus 1;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Gorilla gorilla polyomavirus 1;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Human polyomavirus 5;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Human polyomavirus 8;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Human polyomavirus 9;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Human polyomavirus 12;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Human polyomavirus 13;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Macaca fascicularis polyomavirus 1;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Mesocricetus auratus polyomavirus 1;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Molossus molossus polyomavirus 1;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Mus musculus polyomavirus 1;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Otomops martiensseni polyomavirus 1;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Otomops martiensseni polyomavirus 2;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Pan troglodytes polyomavirus 1;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Pan troglodytes polyomavirus 2;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Pan troglodytes polyomavirus 3;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Pan troglodytes polyomavirus 4;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Pan troglodytes polyomavirus 5;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Pan troglodytes polyomavirus 6;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Pan troglodytes polyomavirus 7;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Papio cynocephalus polyomavirus 1;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Piliocolobus rufomitratus polyomavirus 1;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Pongo abelii polyomavirus 1;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Pongo pygmaeus polyomavirus 1;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Procyon lotor polyomavirus 1;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Pteropus vampyrus polyomavirus 1;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Rattus norvegicus polyomavirus 1;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Sturnira lilium polyomavirus 1;Alphapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Acerodon celebensis polyomavirus 2;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Artibeus planirostris polyomavirus 1;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Cebus albifrons polyomavirus 1;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Cercopithecus erythrotis polyomavirus 1;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Chlorocebus pygerythrus polyomavirus 2;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Desmodus rotundus polyomavirus 1;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Dobsonia moluccensis polyomavirus 2;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Dobsonia moluccensis polyomavirus 3;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Equus caballus polyomavirus 1;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Human polyomavirus 1;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Human polyomavirus 2;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Human polyomavirus 3;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Human polyomavirus 4;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Loxodonta africana polyomavirus 1;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Macaca mulatta polyomavirus 1;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Mastomys natalensis polyomavirus 1;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Meles meles polyomavirus 1;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Microtus arvalis polyomavirus 1;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Miniopterus africanus polyomavirus 1;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Mus musculus polyomavirus 2;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Myodes glareolus polyomavirus 1;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Myotis lucifugus polyomavirus 1;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Pan troglodytes polyomavirus 8;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Papio cynocephalus polyomavirus 2;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Pteronotus davyi polyomavirus 1;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Pteronotus parnellii polyomavirus 1;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Saimiri boliviensis polyomavirus 1;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Saimiri sciureus polyomavirus 1;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Zalophus californianus polyomavirus 1;Betapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Human polyomavirus 6;Deltapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Human polyomavirus 7;Deltapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Human polyomavirus 10;Deltapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Human polyomavirus 11;Deltapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Anser anser polyomavirus 1;Gammapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Aves polyomavirus 1;Gammapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Corvus monedula polyomavirus 1;Gammapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Cracticus torquatus polyomavirus 1;Gammapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Pygoscelis adeliae polyomavirus 1;Gammapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Pyrrhula pyrrhula polyomavirus 1;Gammapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Serinus canaria polyomavirus 1;Gammapolyomavirus;Unassigned;Polyomaviridae;Unassigned;dsDNA
Bos taurus polyomavirus 1;Unassigned;Unassigned;Polyomaviridae;Unassigned;dsDNA
Centropristis striata polyomavirus 1;Unassigned;Unassigned;Polyomaviridae;Unassigned;dsDNA
Delphinus delphis polyomavirus 1;Unassigned;Unassigned;Polyomaviridae;Unassigned;dsDNA
Apple dimple fruit viroid;Apscaviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Apple scar skin viroid;Apscaviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Australian grapevine viroid;Apscaviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Citrus bent leaf viroid;Apscaviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Citrus dwarfing viroid;Apscaviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Citrus viroid V;Apscaviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Citrus viroid VI;Apscaviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Grapevine yellow speckle viroid 1;Apscaviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Grapevine yellow speckle viroid 2;Apscaviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Pear blister canker viroid;Apscaviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Citrus bark cracking viroid;Cocadviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Coconut cadang-cadang viroid;Cocadviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Coconut tinangaja viroid;Cocadviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Hop latent viroid;Cocadviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Coleus blumei viroid 1;Coleviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Coleus blumei viroid 2;Coleviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Coleus blumei viroid 3;Coleviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Dahlia latent viroid;Hostuviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Hop stunt viroid;Hostuviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Chrysanthemum stunt viroid;Pospiviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Citrus exocortis viroid;Pospiviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Columnea latent viroid;Pospiviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Iresine viroid 1;Pospiviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Pepper chat fruit viroid;Pospiviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Potato spindle tuber viroid;Pospiviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Tomato apical stunt viroid;Pospiviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Tomato chlorotic dwarf viroid;Pospiviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Tomato planta macho viroid;Pospiviroid;Unassigned;Pospiviroidae;Unassigned;ssRNA
Blackberry virus Y;Brambyvirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Barley mild mosaic virus;Bymovirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Barley yellow mosaic virus;Bymovirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Oat mosaic virus;Bymovirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Rice necrosis mosaic virus;Bymovirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Wheat spindle streak mosaic virus;Bymovirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Wheat yellow mosaic virus;Bymovirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Cassava brown streak virus;Ipomovirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Cucumber vein yellowing virus;Ipomovirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Squash vein yellowing virus;Ipomovirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Sweet potato mild mottle virus;Ipomovirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Tomato mild mottle virus;Ipomovirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Ugandan cassava brown streak virus;Ipomovirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Alpinia mosaic virus;Macluravirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Artichoke latent virus;Macluravirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Broad-leafed dock virus A;Macluravirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Cardamom mosaic virus;Macluravirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Chinese yam necrotic mosaic virus;Macluravirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Maclura mosaic virus;Macluravirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Narcissus latent virus;Macluravirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Yam chlorotic mosaic virus;Macluravirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Caladenia virus A;Poacevirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Sugarcane streak mosaic virus;Poacevirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Triticum mosaic virus;Poacevirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Algerian watermelon mosaic virus;Potyvirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Alstroemeria mosaic virus;Potyvirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Alternanthera mild mosaic virus;Potyvirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Amaranthus leaf mottle virus;Potyvirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Amazon lily mosaic virus;Potyvirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Angelica virus Y;Potyvirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Apium virus Y;Potyvirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Araujia mosaic virus;Potyvirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Arracacha mottle virus;Potyvirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Asparagus virus 1;Potyvirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Banana bract mosaic virus;Potyvirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Basella rugose mosaic virus;Potyvirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Bean common mosaic necrosis virus;Potyvirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
Bean common mosaic virus;Potyvirus;Unassigned;Potyviridae;Unassigned;ssRNA(+)
